 Product, Product Description, GTIN, Color Code, Color Descripton,Size Description, Create Date,Import,Category,Name,Sales price,Cost, Product,Bloomies Size,UPCs Left: ,  158 ,
G429,TIERED BABY DOLL DRESS,810065437860,1,BLACK,Small,3/2/2021,"TEXTJOIN( - ,TRUE,A396,E396,F396)",Dress,G429 - BLACK - S,15.5,8.54,G429,#NAME?,,,
G429,TIERED BABY DOLL DRESS,810065437877,1,BLACK,Medium,3/2/2021,"TEXTJOIN( - ,TRUE,A397,E397,F397)",Dress,G429 - BLACK - M,15.5,8.54,G429,#NAME?,,,
G429,TIERED BABY DOLL DRESS,810065437884,1,BLACK,Large,3/2/2021,"TEXTJOIN( - ,TRUE,A398,E398,F398)",Dress,G429 - BLACK - L,15.5,8.54,G429,#NAME?,,,
G429,TIERED BABY DOLL DRESS,810065437891,1,BLACK,X Large,3/2/2021,"TEXTJOIN( - ,TRUE,A399,E399,F399)",Dress,G429 - BLACK - X Large,15.5,8.54,G429,#NAME?,,,
G430,GINGHAM BABY DOLL DRESS,810065437907,1,BLACK,Small,3/2/2021,"TEXTJOIN( - ,TRUE,A400,E400,F400)",Dress,G430 - BLACK - S,15.5,8.54,G430,#NAME?,,,
G430,GINGHAM BABY DOLL DRESS,810065437914,1,BLACK,Medium,3/2/2021,"TEXTJOIN( - ,TRUE,A401,E401,F401)",Dress,G430 - BLACK - M,15.5,8.54,G430,#NAME?,,,
G430,GINGHAM BABY DOLL DRESS,810065437921,1,BLACK,Large,3/2/2021,"TEXTJOIN( - ,TRUE,A402,E402,F402)",Dress,G430 - BLACK - L,15.5,8.54,G430,#NAME?,,,
G430,GINGHAM BABY DOLL DRESS,810065437938,1,BLACK,X Large,3/2/2021,"TEXTJOIN( - ,TRUE,A403,E403,F403)",Dress,G430 - BLACK - X Large,15.5,8.54,G430,#NAME?,,,
WO-7152,PUFF SLV TIERED DRESS,810065437983,1,BLACK,X Small,3/2/2021,"TEXTJOIN( - ,TRUE,A404,E404,F404)",Dress,WO-7152 - BLACK - XS,21,11.54,WO-7152,#NAME?,,,
WO-7152,PUFF SLV TIERED DRESS,810065437990,1,BLACK,Small,3/2/2021,"TEXTJOIN( - ,TRUE,A405,E405,F405)",Dress,WO-7152 - BLACK - S,21,11.54,WO-7152,#NAME?,,,
WO-7152,PUFF SLV TIERED DRESS,810065438003,1,BLACK,Medium,3/2/2021,"TEXTJOIN( - ,TRUE,A406,E406,F406)",Dress,WO-7152 - BLACK - M,21,11.54,WO-7152,#NAME?,,,
WO-7152,PUFF SLV TIERED DRESS,810065438010,1,BLACK,Large,3/2/2021,"TEXTJOIN( - ,TRUE,A407,E407,F407)",Dress,WO-7152 - BLACK - L,21,11.54,WO-7152,#NAME?,,,
WO-7153,PUFF SLV TIERED DRESS,810065437945,1,BLACK WHITE,X Small,3/2/2021,"TEXTJOIN( - ,TRUE,A408,E408,F408)",Dress,WO-7153 - BLACK WHITE - XS,21,11.54,WO-7153,#NAME?,,,
WO-7153,PUFF SLV TIERED DRESS,810065437952,1,BLACK WHITE,Small,3/2/2021,"TEXTJOIN( - ,TRUE,A409,E409,F409)",Dress,WO-7153 - BLACK WHITE - S,21,11.54,WO-7153,#NAME?,,,
WO-7153,PUFF SLV TIERED DRESS,810065437969,1,BLACK WHITE,Medium,3/2/2021,"TEXTJOIN( - ,TRUE,A410,E410,F410)",Dress,WO-7153 - BLACK WHITE - M,21,11.54,WO-7153,#NAME?,,,
WO-7153,PUFF SLV TIERED DRESS,810065437976,1,BLACK WHITE,Large,3/2/2021,"TEXTJOIN( - ,TRUE,A411,E411,F411)",Dress,WO-7153 - BLACK WHITE - L,21,11.54,WO-7153,#NAME?,,,
WO-7153,PUFF SLV TIERED DRESS,810065438027,400,BLUE WHITE,X Small,3/2/2021,"TEXTJOIN( - ,TRUE,A412,E412,F412)",Dress,WO-7153 - BLUE WHITE - XS,21,11.54,WO-7153,#NAME?,,,
WO-7153,PUFF SLV TIERED DRESS,810065438034,400,BLUE WHITE,Small,3/2/2021,"TEXTJOIN( - ,TRUE,A413,E413,F413)",Dress,WO-7153 - BLUE WHITE - S,21,11.54,WO-7153,#NAME?,,,
WO-7153,PUFF SLV TIERED DRESS,810065438041,400,BLUE WHITE,Medium,3/2/2021,"TEXTJOIN( - ,TRUE,A414,E414,F414)",Dress,WO-7153 - BLUE WHITE - M,21,11.54,WO-7153,#NAME?,,,
WO-7153,PUFF SLV TIERED DRESS,810065438058,400,BLUE WHITE,Large,3/2/2021,"TEXTJOIN( - ,TRUE,A415,E415,F415)",Dress,WO-7153 - BLUE WHITE - L,21,11.54,WO-7153,#NAME?,,,
WO-7154,PUFF SLV MIDI DRESS,810065438065,1,BLACK,X Small,3/2/2021,"TEXTJOIN( - ,TRUE,A416,E416,F416)",Dress,WO-7154 - BLACK - XS,25,15.97,WO-7154,#NAME?,,,
WO-7154,PUFF SLV MIDI DRESS,810065438072,1,BLACK,Small,3/2/2021,"TEXTJOIN( - ,TRUE,A417,E417,F417)",Dress,WO-7154 - BLACK - S,25,15.97,WO-7154,#NAME?,,,
WO-7154,PUFF SLV MIDI DRESS,810065438089,1,BLACK,Medium,3/2/2021,"TEXTJOIN( - ,TRUE,A418,E418,F418)",Dress,WO-7154 - BLACK - M,25,15.97,WO-7154,#NAME?,,,
WO-7154,PUFF SLV MIDI DRESS,810065438096,1,BLACK,Large,3/2/2021,"TEXTJOIN( - ,TRUE,A419,E419,F419)",Dress,WO-7154 - BLACK - L,25,15.97,WO-7154,#NAME?,,,
WO-7154,PUFF SLV MIDI DRESS,810065438102,100,WHITE,X Small,3/2/2021,"TEXTJOIN( - ,TRUE,A420,E420,F420)",Dress,WO-7154 - WHITE - XS,25,15.97,WO-7154,#NAME?,,,
WO-7154,PUFF SLV MIDI DRESS,810065438119,100,WHITE,Small,3/2/2021,"TEXTJOIN( - ,TRUE,A421,E421,F421)",Dress,WO-7154 - WHITE - S,25,15.97,WO-7154,#NAME?,,,
WO-7154,PUFF SLV MIDI DRESS,810065438126,100,WHITE,Medium,3/2/2021,"TEXTJOIN( - ,TRUE,A422,E422,F422)",Dress,WO-7154 - WHITE - M,25,15.97,WO-7154,#NAME?,,,
WO-7154,PUFF SLV MIDI DRESS,810065438133,100,WHITE,Large,3/2/2021,"TEXTJOIN( - ,TRUE,A423,E423,F423)",Dress,WO-7154 - WHITE - L,25,15.97,WO-7154,#NAME?,,,
WO-7155,TANK TIERED DRESS,810065438140,461,BLUE WHITE,X Small,3/2/2021,"TEXTJOIN( - ,TRUE,A424,E424,F424)",Dress,WO-7155 - BLUE WHITE - XS,19,10.54,WO-7155,#NAME?,,,
WO-7155,TANK TIERED DRESS,810065438157,461,BLUE WHITE,Small,3/2/2021,"TEXTJOIN( - ,TRUE,A425,E425,F425)",Dress,WO-7155 - BLUE WHITE - S,19,10.54,WO-7155,#NAME?,,,
WO-7155,TANK TIERED DRESS,810065438164,461,BLUE WHITE,Medium,3/2/2021,"TEXTJOIN( - ,TRUE,A426,E426,F426)",Dress,WO-7155 - BLUE WHITE - M,19,10.54,WO-7155,#NAME?,,,
WO-7155,TANK TIERED DRESS,810065438171,461,BLUE WHITE,Large,3/2/2021,"TEXTJOIN( - ,TRUE,A427,E427,F427)",Dress,WO-7155 - BLUE WHITE - L,19,10.54,WO-7155,#NAME?,,,
WO-7155,TANK TIERED DRESS,810065438188,414,NAVY,X Small,3/2/2021,"TEXTJOIN( - ,TRUE,A428,E428,F428)",Dress,WO-7155 - NAVY - XS,19,10.54,WO-7155,#NAME?,,,
WO-7155,TANK TIERED DRESS,810065438195,414,NAVY,Small,3/2/2021,"TEXTJOIN( - ,TRUE,A429,E429,F429)",Dress,WO-7155 - NAVY - S,19,10.54,WO-7155,#NAME?,,,
WO-7155,TANK TIERED DRESS,810065438201,414,NAVY,Medium,3/2/2021,"TEXTJOIN( - ,TRUE,A430,E430,F430)",Dress,WO-7155 - NAVY - M,19,10.54,WO-7155,#NAME?,,,
WO-7155,TANK TIERED DRESS,810065438218,414,NAVY,Large,3/2/2021,"TEXTJOIN( - ,TRUE,A431,E431,F431)",Dress,WO-7155 - NAVY - L,19,10.54,WO-7155,#NAME?,,,
WO-7156,PRINTED TIERED DRESS TANK,810065438225,1,BLACK,X Small,3/2/2021,"TEXTJOIN( - ,TRUE,A432,E432,F432)",Dress,WO-7156 - BLACK - XS,19,11.53,WO-7156,#NAME?,,,
WO-7156,PRINTED TIERED DRESS TANK,810065438232,1,BLACK,Small,3/2/2021,"TEXTJOIN( - ,TRUE,A433,E433,F433)",Dress,WO-7156 - BLACK - S,19,11.53,WO-7156,#NAME?,,,
WO-7156,PRINTED TIERED DRESS TANK,810065438249,1,BLACK,Medium,3/2/2021,"TEXTJOIN( - ,TRUE,A434,E434,F434)",Dress,WO-7156 - BLACK - M,19,11.53,WO-7156,#NAME?,,,
WO-7156,PRINTED TIERED DRESS TANK,810065438256,1,BLACK,Large,3/2/2021,"TEXTJOIN( - ,TRUE,A435,E435,F435)",Dress,WO-7156 - BLACK - L,19,11.53,WO-7156,#NAME?,,,
WO-7157,PRINTED TIERED DRESS,810065438263,650,PINK MULTI,X Small,3/2/2021,"TEXTJOIN( - ,TRUE,A436,E436,F436)",Dress,WO-7157 - PINK MULTI - XS,19,10.8,WO-7157,#NAME?,,,
WO-7157,PRINTED TIERED DRESS,810065438270,650,PINK MULTI,Small,3/2/2021,"TEXTJOIN( - ,TRUE,A437,E437,F437)",Dress,WO-7157 - PINK MULTI - S,19,10.8,WO-7157,#NAME?,,,
WO-7157,PRINTED TIERED DRESS,810065438287,650,PINK MULTI,Medium,3/2/2021,"TEXTJOIN( - ,TRUE,A438,E438,F438)",Dress,WO-7157 - PINK MULTI - M,19,10.8,WO-7157,#NAME?,,,
WO-7157,PRINTED TIERED DRESS,810065438294,650,PINK MULTI,Large,3/2/2021,"TEXTJOIN( - ,TRUE,A439,E439,F439)",Dress,WO-7157 - PINK MULTI - L,19,10.8,WO-7157,#NAME?,,,
WO-7158,BOW DETAIL FLOUNCE DRESS,810065438300,1,BLACK,X Small,3/2/2021,"TEXTJOIN( - ,TRUE,A440,E440,F440)",Dress,WO-7158 - BLACK - XS,23,12.07,WO-7158,#NAME?,,,
WO-7158,BOW DETAIL FLOUNCE DRESS,810065438317,1,BLACK,Small,3/2/2021,"TEXTJOIN( - ,TRUE,A441,E441,F441)",Dress,WO-7158 - BLACK - S,23,12.07,WO-7158,#NAME?,,,
WO-7158,BOW DETAIL FLOUNCE DRESS,810065438324,1,BLACK,Medium,3/2/2021,"TEXTJOIN( - ,TRUE,A442,E442,F442)",Dress,WO-7158 - BLACK - M,23,12.07,WO-7158,#NAME?,,,
WO-7158,BOW DETAIL FLOUNCE DRESS,810065438331,1,BLACK,Large,3/2/2021,"TEXTJOIN( - ,TRUE,A443,E443,F443)",Dress,WO-7158 - BLACK - L,23,12.07,WO-7158,#NAME?,,,
WO-7159,BOW DETAIL FLOUNCE DRESS,810065438348,400,BLUE MULTI,X Small,3/2/2021,"TEXTJOIN( - ,TRUE,A444,E444,F444)",Dress,WO-7159 - BLUE MULTI - XS,25,12.62,WO-7159,#NAME?,,,
WO-7159,BOW DETAIL FLOUNCE DRESS,810065438355,400,BLUE MULTI,Small,3/2/2021,"TEXTJOIN( - ,TRUE,A445,E445,F445)",Dress,WO-7159 - BLUE MULTI - S,25,12.62,WO-7159,#NAME?,,,
WO-7159,BOW DETAIL FLOUNCE DRESS,810065438362,400,BLUE MULTI,Medium,3/2/2021,"TEXTJOIN( - ,TRUE,A446,E446,F446)",Dress,WO-7159 - BLUE MULTI - M,25,12.62,WO-7159,#NAME?,,,
WO-7159,BOW DETAIL FLOUNCE DRESS,810065438379,400,BLUE MULTI,Large,3/2/2021,"TEXTJOIN( - ,TRUE,A447,E447,F447)",Dress,WO-7159 - BLUE MULTI - L,25,12.62,WO-7159,#NAME?,,,
WO-7160,TIERED SKIRT MIDI W BOW,810065438386,400,BLUE,X Small,3/2/2021,"TEXTJOIN( - ,TRUE,A448,E448,F448)",Skirt,WO-7160 - BLUE - XS,25,13.85,WO-7160,#NAME?,,,
WO-7160,TIERED SKIRT MIDI W BOW,810065438393,400,BLUE,Small,3/2/2021,"TEXTJOIN( - ,TRUE,A449,E449,F449)",Skirt,WO-7160 - BLUE - S,25,13.85,WO-7160,#NAME?,,,
WO-7160,TIERED SKIRT MIDI W BOW,810065438409,400,BLUE,Medium,3/2/2021,"TEXTJOIN( - ,TRUE,A450,E450,F450)",Skirt,WO-7160 - BLUE - M,25,13.85,WO-7160,#NAME?,,,
WO-7160,TIERED SKIRT MIDI W BOW,810065438416,400,BLUE,Large,3/2/2021,"TEXTJOIN( - ,TRUE,A451,E451,F451)",Skirt,WO-7160 - BLUE - L,25,13.85,WO-7160,#NAME?,,,
WO-7160,TIERED SKIRT MIDI W BOW,810065438423,650,PINK,X Small,3/2/2021,"TEXTJOIN( - ,TRUE,A452,E452,F452)",Skirt,WO-7160 - PINK - XS,25,13.85,WO-7160,#NAME?,,,
WO-7160,TIERED SKIRT MIDI W BOW,810065438430,650,PINK,Small,3/2/2021,"TEXTJOIN( - ,TRUE,A453,E453,F453)",Skirt,WO-7160 - PINK - S,25,13.85,WO-7160,#NAME?,,,
WO-7160,TIERED SKIRT MIDI W BOW,810065438447,650,PINK,Medium,3/2/2021,"TEXTJOIN( - ,TRUE,A454,E454,F454)",Skirt,WO-7160 - PINK - M,25,13.85,WO-7160,#NAME?,,,
WO-7160,TIERED SKIRT MIDI W BOW,810065438454,650,PINK,Large,3/2/2021,"TEXTJOIN( - ,TRUE,A455,E455,F455)",Skirt,WO-7160 - PINK - L,25,13.85,WO-7160,#NAME?,,,
16302,PUFF SLV CROPPED TOP,810065438461,1,BLACK,X Small,3/15/2021,"TEXTJOIN( - ,TRUE,A456,E456,F456)",Top,16302 - BLACK - XS,10.75,6.57,16302,#NAME?,,,
16302,PUFF SLV CROPPED TOP,810065438478,1,BLACK,Small,3/15/2021,"TEXTJOIN( - ,TRUE,A457,E457,F457)",Top,16302 - BLACK - S,10.75,6.57,16302,#NAME?,,,
16302,PUFF SLV CROPPED TOP,810065438485,1,BLACK,Medium,3/15/2021,"TEXTJOIN( - ,TRUE,A458,E458,F458)",Top,16302 - BLACK - M,10.75,6.57,16302,#NAME?,,,
16302,PUFF SLV CROPPED TOP,810065438492,1,BLACK,Large,3/15/2021,"TEXTJOIN( - ,TRUE,A459,E459,F459)",Top,16302 - BLACK - L,10.75,6.57,16302,#NAME?,,,
G416,Flttr Slv Tie Front,810065438508,400,Blue Multi,X Small,3/22/2021,"TEXTJOIN( - ,TRUE,A460,E460,F460)",Top,G416 - Blue Multi - XS,11.4,5.67,G416,#NAME?,,,
G416,Flttr Slv Tie Front,810065438515,400,Blue Multi,Small,3/22/2021,"TEXTJOIN( - ,TRUE,A461,E461,F461)",Top,G416 - Blue Multi - S,11.4,5.67,G416,#NAME?,,,
G416,Flttr Slv Tie Front,810065438522,400,Blue Multi,Medium,3/22/2021,"TEXTJOIN( - ,TRUE,A462,E462,F462)",Top,G416 - Blue Multi - M,11.4,5.67,G416,#NAME?,,,
G416,Flttr Slv Tie Front,810065438539,400,Blue Multi,Large,3/22/2021,"TEXTJOIN( - ,TRUE,A463,E463,F463)",Top,G416 - Blue Multi - L,11.4,5.67,G416,#NAME?,,,
G416,Flttr Slv Tie Front,810065438546,400,Blue Multi,X Large,3/22/2021,"TEXTJOIN( - ,TRUE,A464,E464,F464)",Top,G416 - Blue Multi - X Large,11.4,5.67,G416,#NAME?,,,
G417,S/S Fit and Flare Drs,810065438553,400,Blue Multi,Small,3/22/2021,"TEXTJOIN( - ,TRUE,A465,E465,F465)",Dress,G417 - Blue Multi - S,15,7.41,G417,#NAME?,,,
G417,S/S Fit and Flare Drs,810065438560,400,Blue Multi,Medium,3/22/2021,"TEXTJOIN( - ,TRUE,A466,E466,F466)",Dress,G417 - Blue Multi - M,15,7.41,G417,#NAME?,,,
G417,S/S Fit and Flare Drs,810065438577,400,Blue Multi,Large,3/22/2021,"TEXTJOIN( - ,TRUE,A467,E467,F467)",Dress,G417 - Blue Multi - L,15,7.41,G417,#NAME?,,,
G417,S/S Fit and Flare Drs,810065438584,400,Blue Multi,X Large,3/22/2021,"TEXTJOIN( - ,TRUE,A468,E468,F468)",Dress,G417 - Blue Multi - X Large,15,7.41,G417,#NAME?,,,
16303,TOP,810065438751,1,BLACK,X Small,3/23/2021,"TEXTJOIN( - ,TRUE,A469,E469,F469)",Top,16303 - BLACK - XS,16.5,12.01,16303,#NAME?,,,
16303,TOP,810065438768,1,BLACK,Small,3/23/2021,"TEXTJOIN( - ,TRUE,A470,E470,F470)",Top,16303 - BLACK - S,16.5,12.01,16303,#NAME?,,,
16303,TOP,810065438775,1,BLACK,Medium,3/23/2021,"TEXTJOIN( - ,TRUE,A471,E471,F471)",Top,16303 - BLACK - M,16.5,12.01,16303,#NAME?,,,
16303,TOP,810065438782,1,BLACK,Large,3/23/2021,"TEXTJOIN( - ,TRUE,A472,E472,F472)",Top,16303 - BLACK - L,16.5,12.01,16303,#NAME?,,,
16304,SMOCKED FLUTTER TOP,810065438799,400,BLUE,X Small,3/23/2021,"TEXTJOIN( - ,TRUE,A473,E473,F473)",Top,16304 - BLUE - XS,16.5,11.75,16304,#NAME?,,,
16304,SMOCKED FLUTTER TOP,810065438805,400,BLUE,Small,3/23/2021,"TEXTJOIN( - ,TRUE,A474,E474,F474)",Top,16304 - BLUE - S,16.5,11.75,16304,#NAME?,,,
16304,SMOCKED FLUTTER TOP,810065438812,400,BLUE,Medium,3/23/2021,"TEXTJOIN( - ,TRUE,A475,E475,F475)",Top,16304 - BLUE - M,16.5,11.75,16304,#NAME?,,,
16304,SMOCKED FLUTTER TOP,810065438829,400,BLUE,Large,3/23/2021,"TEXTJOIN( - ,TRUE,A476,E476,F476)",Top,16304 - BLUE - L,16.5,11.75,16304,#NAME?,,,
16305,SMOCKED FLUTTER TOP,810065438874,100,WHITE,X Small,3/23/2021,"TEXTJOIN( - ,TRUE,A477,E477,F477)",Top,16305 - WHITE - XS,16.5,11.65,16305,#NAME?,,,
16305,SMOCKED FLUTTER TOP,810065438881,100,WHITE,Small,3/23/2021,"TEXTJOIN( - ,TRUE,A478,E478,F478)",Top,16305 - WHITE - S,16.5,11.65,16305,#NAME?,,,
16305,SMOCKED FLUTTER TOP,810065438898,100,WHITE,Medium,3/23/2021,"TEXTJOIN( - ,TRUE,A479,E479,F479)",Top,16305 - WHITE - M,16.5,11.65,16305,#NAME?,,,
16305,SMOCKED FLUTTER TOP,810065438904,100,WHITE,Large,3/23/2021,"TEXTJOIN( - ,TRUE,A480,E480,F480)",Top,16305 - WHITE - L,16.5,11.65,16305,#NAME?,,,
16306,CUT OUT SLVLS TOP,810065438911,1,BLACK,X Small,3/23/2021,"TEXTJOIN( - ,TRUE,A481,E481,F481)",Top,16306 - BLACK - XS,13,7.17,16306,#NAME?,,,
16306,CUT OUT SLVLS TOP,810065438928,1,BLACK,Small,3/23/2021,"TEXTJOIN( - ,TRUE,A482,E482,F482)",Top,16306 - BLACK - S,13,7.17,16306,#NAME?,,,
16306,CUT OUT SLVLS TOP,810065438935,1,BLACK,Medium,3/23/2021,"TEXTJOIN( - ,TRUE,A483,E483,F483)",Top,16306 - BLACK - M,13,7.17,16306,#NAME?,,,
16306,CUT OUT SLVLS TOP,810065438942,1,BLACK,Large,3/23/2021,"TEXTJOIN( - ,TRUE,A484,E484,F484)",Top,16306 - BLACK - L,13,7.17,16306,#NAME?,,,
WO-7161,BOW TIE DRESS,810065438591,400,BLUE,X Small,3/23/2021,"TEXTJOIN( - ,TRUE,A485,E485,F485)",Dress,WO-7161 - BLUE - XS,25,11.37,WO-7161,#NAME?,,,
WO-7161,BOW TIE DRESS,810065438607,400,BLUE,Small,3/23/2021,"TEXTJOIN( - ,TRUE,A486,E486,F486)",Dress,WO-7161 - BLUE - S,25,11.37,WO-7161,#NAME?,,,
WO-7161,BOW TIE DRESS,810065438614,400,BLUE,Medium,3/23/2021,"TEXTJOIN( - ,TRUE,A487,E487,F487)",Dress,WO-7161 - BLUE - M,25,11.37,WO-7161,#NAME?,,,
WO-7161,BOW TIE DRESS,810065438621,400,BLUE,Large,3/23/2021,"TEXTJOIN( - ,TRUE,A488,E488,F488)",Dress,WO-7161 - BLUE - L,25,11.37,WO-7161,#NAME?,,,
WO-7161,BOW TIE DRESS,810065438836,650,PINK,X Small,3/23/2021,"TEXTJOIN( - ,TRUE,A489,E489,F489)",Dress,WO-7161 - PINK - XS,25,11.37,WO-7161,#NAME?,,,
WO-7161,BOW TIE DRESS,810065438843,650,PINK,Small,3/23/2021,"TEXTJOIN( - ,TRUE,A490,E490,F490)",Dress,WO-7161 - PINK - S,25,11.37,WO-7161,#NAME?,,,
WO-7161,BOW TIE DRESS,810065438850,650,PINK,Medium,3/23/2021,"TEXTJOIN( - ,TRUE,A491,E491,F491)",Dress,WO-7161 - PINK - M,25,11.37,WO-7161,#NAME?,,,
WO-7161,BOW TIE DRESS,810065438867,650,PINK,Large,3/23/2021,"TEXTJOIN( - ,TRUE,A492,E492,F492)",Dress,WO-7161 - PINK - L,25,11.37,WO-7161,#NAME?,,,
WO-7162,BOW TIE DRESS,810065438638,100,WHITE / MULTI,X Small,3/23/2021,"TEXTJOIN( - ,TRUE,A493,E493,F493)",Dress,WO-7162 - WHITE / MULTI - XS,24,11.51,WO-7162,#NAME?,,,
WO-7162,BOW TIE DRESS,810065438645,100,WHITE / MULTI,Small,3/23/2021,"TEXTJOIN( - ,TRUE,A494,E494,F494)",Dress,WO-7162 - WHITE / MULTI - S,24,11.51,WO-7162,#NAME?,,,
WO-7162,BOW TIE DRESS,810065438652,100,WHITE / MULTI,Medium,3/23/2021,"TEXTJOIN( - ,TRUE,A495,E495,F495)",Dress,WO-7162 - WHITE / MULTI - M,24,11.51,WO-7162,#NAME?,,,
WO-7162,BOW TIE DRESS,810065438669,100,WHITE / MULTI,Large,3/23/2021,"TEXTJOIN( - ,TRUE,A496,E496,F496)",Dress,WO-7162 - WHITE / MULTI - L,24,11.51,WO-7162,#NAME?,,,
WO-7163,TIRED PRINTED TANK DRESS,810065438676,1,BLACK,X Small,3/23/2021,"TEXTJOIN( - ,TRUE,A497,E497,F497)",Dress,WO-7163 - BLACK - XS,19,10.94,WO-7163,#NAME?,,,
WO-7163,TIRED PRINTED TANK DRESS,810065438683,1,BLACK,Small,3/23/2021,"TEXTJOIN( - ,TRUE,A498,E498,F498)",Dress,WO-7163 - BLACK - S,19,10.94,WO-7163,#NAME?,,,
WO-7163,TIRED PRINTED TANK DRESS,810065438690,1,BLACK,Medium,3/23/2021,"TEXTJOIN( - ,TRUE,A499,E499,F499)",Dress,WO-7163 - BLACK - M,19,10.94,WO-7163,#NAME?,,,
WO-7163,TIRED PRINTED TANK DRESS,810065438706,1,BLACK,Large,3/23/2021,"TEXTJOIN( - ,TRUE,A500,E500,F500)",Dress,WO-7163 - BLACK - L,19,10.94,WO-7163,#NAME?,,,
WO-7164,FLUTTER SLV SQUARE NK,810065438713,100,WHITE / PINK,X Small,3/23/2021,"TEXTJOIN( - ,TRUE,A501,E501,F501)",Dress,WO-7164 - WHITE / PINK - XS,24.5,13.65,WO-7164,#NAME?,,,
WO-7164,FLUTTER SLV SQUARE NK,810065438720,100,WHITE / PINK,Small,3/23/2021,"TEXTJOIN( - ,TRUE,A502,E502,F502)",Dress,WO-7164 - WHITE / PINK - S,24.5,13.65,WO-7164,#NAME?,,,
WO-7164,FLUTTER SLV SQUARE NK,810065438737,100,WHITE / PINK,Medium,3/23/2021,"TEXTJOIN( - ,TRUE,A503,E503,F503)",Dress,WO-7164 - WHITE / PINK - M,24.5,13.65,WO-7164,#NAME?,,,
WO-7164,FLUTTER SLV SQUARE NK,810065438744,100,WHITE / PINK,Large,3/23/2021,"TEXTJOIN( - ,TRUE,A504,E504,F504)",Dress,WO-7164 - WHITE / PINK - L,24.5,13.65,WO-7164,#NAME?,,,
WO-7165,CUT OUT CAP SLV DRESS,810065438959,1,BLACK,X Small,3/23/2021,"TEXTJOIN( - ,TRUE,A505,E505,F505)",Dress,WO-7165 - BLACK - XS,18.5,10.09,WO-7165,#NAME?,,,
WO-7165,CUT OUT CAP SLV DRESS,810065438966,1,BLACK,Small,3/23/2021,"TEXTJOIN( - ,TRUE,A506,E506,F506)",Dress,WO-7165 - BLACK - S,18.5,10.09,WO-7165,#NAME?,,,
WO-7165,CUT OUT CAP SLV DRESS,810065438973,1,BLACK,Medium,3/23/2021,"TEXTJOIN( - ,TRUE,A507,E507,F507)",Dress,WO-7165 - BLACK - M,18.5,10.09,WO-7165,#NAME?,,,
WO-7165,CUT OUT CAP SLV DRESS,810065438980,1,BLACK,Large,3/23/2021,"TEXTJOIN( - ,TRUE,A508,E508,F508)",Dress,WO-7165 - BLACK - L,18.5,10.09,WO-7165,#NAME?,,,
WO-7166,TANK TIERED DRESS,810065438997,650,PINK / WHITE,X Small,4/6/2021,,,,,,,#NAME?,,,
WO-7166,TANK TIERED DRESS,810065439000,650,PINK / WHITE,Small,4/6/2021,,,,,,,#NAME?,,,
WO-7166,TANK TIERED DRESS,810065439017,650,PINK / WHITE,Medium,4/6/2021,,,,,,,#NAME?,,,
WO-7166,TANK TIERED DRESS,810065439024,650,PINK / WHITE,Large,4/6/2021,,,,,,,#NAME?,,,
WO-7166,TANK TIERED DRESS,810065439031,400,SKY BLUE / PINK,X Small,4/6/2021,,,,,,,#NAME?,,,
WO-7166,TANK TIERED DRESS,810065439048,400,SKY BLUE / PINK,Small,4/6/2021,,,,,,,#NAME?,,,
WO-7166,TANK TIERED DRESS,810065439055,400,SKY BLUE / PINK,Medium,4/6/2021,,,,,,,#NAME?,,,
WO-7166,TANK TIERED DRESS,810065439062,400,SKY BLUE / PINK,Large,4/6/2021,,,,,,,#NAME?,,,
WO-7167,UNK TANK MIDI DRESS,810065439079,413,NAVY / WHITE,X Small,4/6/2021,,,,,,,#NAME?,,,
WO-7167,UNK TANK MIDI DRESS,810065439086,413,NAVY / WHITE,Small,4/6/2021,,,,,,,#NAME?,,,
WO-7167,UNK TANK MIDI DRESS,810065439093,413,NAVY / WHITE,Medium,4/6/2021,,,,,,,#NAME?,,,
WO-7167,UNK TANK MIDI DRESS,810065439109,413,NAVY / WHITE,Large,4/6/2021,,,,,,,#NAME?,,,
WO-7168,PUFF SHOULDER MIDI DRESS,810065439116,100,WHITE / MULTI,X Small,4/6/2021,,,,,,,#NAME?,,,
WO-7168,PUFF SHOULDER MIDI DRESS,810065439123,100,WHITE / MULTI,Small,4/6/2021,,,,,,,#NAME?,,,
WO-7168,PUFF SHOULDER MIDI DRESS,810065439130,100,WHITE / MULTI,Medium,4/6/2021,,,,,,,#NAME?,,,
WO-7168,PUFF SHOULDER MIDI DRESS,810065439147,100,WHITE / MULTI,Large,4/6/2021,,,,,,,#NAME?,,,
WO-7169,VNK RUFFLE TIERED MAXI,810065439154,400,BLUE MULTI,X Small,4/6/2021,,,,,,,#NAME?,,,
WO-7169,VNK RUFFLE TIERED MAXI,810065439161,400,BLUE MULTI,Small,4/6/2021,,,,,,,#NAME?,,,
WO-7169,VNK RUFFLE TIERED MAXI,810065439178,400,BLUE MULTI,Medium,4/6/2021,,,,,,,#NAME?,,,
WO-7169,VNK RUFFLE TIERED MAXI,810065439185,400,BLUE MULTI,Large,4/6/2021,,,,,,,#NAME?,,,
WO-7169,VNK RUFFLE TIERED MAXI,810065439192,650,PINK MULTI,X Small,4/6/2021,,,,,,,#NAME?,,,
WO-7169,VNK RUFFLE TIERED MAXI,810065439208,650,PINK MULTI,Small,4/6/2021,,,,,,,#NAME?,,,
